All,Όλα
"As low as: ","Τόσο χαμηλά όσο: "
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Σας ευχαριστούμε που επικοινωνήσατε μαζί μας με τα σχόλια και τις ερωτήσεις. Θα σας απαντήσουμε πολύ σύντομα."
"An error occurred while processing your form. Please try again later.","Κάτι πήγε στραβά κατά την επεξεργασία της φόρμας σας. Παρακαλώ δοκιμάστε ξανά αργότερα."
"Enter the Name and try again.","Εισάγετε το Όνομα και δοκιμάστε ξανά."
"Enter the comment and try again.","Εισάγετε το σχόλιο και δοκιμάστε ξανά."
"The email address is invalid. Verify the email address and try again.","Η διεύθυνση email δεν είναι έγκυρη. Επιβεβαιώστε την διεύθυνση email και δοκιμάστε ξανά."
"Write Us","Γράψτε μας"
"Jot us a note and we’ll get back to you as quickly as possible.","Στείλτε μας μια σημείωση και εμείς θα σας απαντήσουμε όσο το δυνατόν συντομότερα."
"What’s on your mind?","Τι έχετε στο μυαλό σας;"
"Contact Form","Φόρμα Επικοινωνίας"
"Contacts Section","Ενότητα ""Επαφές"""
"Contact Us","Επικοινωνείστε μαζί μας"
"Enable Contact Us","Ενεργοποίηση του επικοινωνήστε μαζί μας"
"Email Options","Επιλογές ηλεκτρονικού ταχυδρομείου"
"Send Emails To","Αποστολή Email Σε"
"Email Sender","Αποστολέας ηλεκτρονικού ταχυδρομείου"
"Email Template","Πρότυπο Email"
"Invalid domain name: %1","Μη έγκυρο όνομα τομέα: %1"
"Invalid cookie lifetime: %1","Μη έγκυρη διάρκεια ζωής cookie: %1"
"Invalid cookie path","Μή έγκυρη διαδρομή cookie"
"We use cookies to make your experience better.","Χρησιμοποιούμε cookies για να βελτιώσουμε την εμπειρία σας."
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","Για να συμμορφωθείτε με τη νέα οδηγία για την ιδιωτική ζωή, πρέπει να ζητήσουμε τη συναίνεσή σας για να ορίσετε τα cookies."
"<a href=""%1"">Learn more</a>.","<a href=""%1""> Μάθετε περισσότερα</a>."
"Allow Cookies","Αποδοχή Cookies"
"Cookies are disabled in your browser.","Τα cookies είναι απενεργοποιημένα στο πρόγραμμα περιήγησης."
"Default Cookie Settings","Προεπιλεγμένες Ρυθμίσεις Cookie"
"Cookie Lifetime","Διάρκειας Ζωής Cookie"
"Enter the Cookie Lifetime in seconds.","Εισάγετε τη διάρκεια ζωής των Cookie σε δευτερόλεπτα."
"Cookie Path","Διαδρομή Cookie"
"Enter a valid cookie path. e.g. /","Εισάγετε μια έγκυρη διαδρομή cookie. π.χ. /"
"Cookie Domain","Όνομα Τομέα cookie"
"Use HTTP Only","Χρήση HTTP μόνο"
"Cookie Restriction Mode","Λειτουργία περιορισμού cookie"
"We can't save the cron expression.","Δεν μπορεί να αποθηκευθεί η έκφραση cron."
Daily,Καθημερινά
Weekly,Εβδομαδιαία
Monthly,Μηνιαία
"Invalid cron expression: %1","Μη έγκυρη cron έκφραση: %1"
"Invalid cron expression, expecting 'match/modulus': %1","Μη έγκυρη έκφραση cron, περιμένοντας 'match/modulus': %1"
"Invalid cron expression, expecting numeric modulus: %1","Μη έγκυρη έκφραση cron, περιμένοντας numeric modulus': %1"
"Invalid cron expression, expecting 'from-to' structure: %1","Μη έγκυρη έκφραση cron, περιμένοντας 'from-to' δομή: %1"
"Cron (Scheduled Tasks)","Cron (προγραμματισμένες εργασίες)"
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes.","Για σωστές διευθύνσεις URL που δημιουργούνται κατά τη διάρκεια cron τρέχει παρακαλώ σιγουρευτείτε ότι Web > ασφαλές και μη ασφαλές URL βάσης ορίζονται ρητά. Όλες οι χρόνοι είναι μέσα σε λίγα λεπτά."
"Cron configuration options for group:","Cron επιλογές ρύθμισης παραμέτρων για την ομάδα:"
"Generate Schedules Every","Δημιουργήσετε χρονοδιαγράμματα κάθε"
"Schedule Ahead for","Προγραμματισμένη μπροστά για"
"Missed if Not Run Within","Αποτυγχάνει εάν δεν εκτελεστεί εντός"
"History Cleanup Every","Καθαρισμός Ιστορικού Κάθε"
"Success History Lifetime","Διάρκεια ζωής Ιστορικού Επιτυχιών"
"Failure History Lifetime","Διάρκεια ζωής Ιστορικού Αποτυχιών"
"Use Separate Process","Χρήση ξεχωριστής διαδικασίας"
"Save Currency Rates","Αποθήκευση Ισοτιμιών Νομισμάτων"
"Manage Currency Rates","Διαχείριση Ισοτιμιών Νομισμάτων"
"Import Service","Εισαγωγή Υπηρεσίας"
"Save Currency Symbols","Αποθηκεύσετε τα σύμβολα νομισματικών μονάδων"
"Currency Symbols","Σύμβολα Νομισμάτων"
"Use Standard","Χρήση τυπικού"
"Click ""Save"" to apply the rates we found.","Κάντε κλικ στο κουμπί ""Αποθήκευση"" για να εφαρμόσετε τα ποσοστά που βρήκαμε."
"Currency Rates","Ισοτιμίες νομισμάτων"
"Please correct the input data for ""%1 => %2"" rate.","Παρακαλώ διορθώστε τα δεδομένα εισόδου για ""%1 => %2"" ποσοστό."
"All valid rates have been saved.","Όλες οι έγκυρες τιμές είναι αποθηκευμένες."
"You applied the custom currency symbols.","Εφαρμόσατε τα σύμβολα του προσαρμοσμένου νομίσματος."
"You must first configure currency options before being able to see currency rates.","Πρέπει πρώτα να ρυθμίσετε τις επιλογές νομίσματος πριν να είναι σε θέση να δείτε τις συναλλαγματικές ισοτιμίες."
"Old rate:","Παλιά τιμή:"
"The current module XML block name is undefined.","Το τρέχον όνομα ενότητας XML μπλοκ δεν έχει οριστεί."
"The current module form model pathname is undefined.","Το τρέχον όνομα μοντέλου διαδρομής φόρμας μονάδας δεν έχει οριστεί."
"Use helper with defined EAV entity.","Χρήση βοηθητικού προγράμματος με καθορισμένες EAV οντότητες."
"Default EAV Form","Προεπιλεγμένη φόρμα EAV"
"Please correct the values for minimum and maximum text length validation rules.","Παρακαλώ διορθώστε τις τιμές για το ελάχιστο και το μέγιστο κανόνων επικύρωσης μήκους κειμένων."
"Please correct the values for minimum and maximum date validation rules.","Παρακαλώ διορθώστε τις τιμές για το ελάχιστο και το μέγιστο κανόνων επικύρωσης ημερομηνίας."
